experiment_id,code,embedding,experiment_kind,cycles,shots,p_cnot,p_idle,p_prep,p_meas,kernel,kernel_params,J0,tau,use_weak_limit,primary_decoder,secondary_decoder,notes,geometry_scope,timestamp,embedding_params,embedding_hash,decoded_sector,d,n_data,n_total,k,build_seconds,num_detectors,num_observables,num_dem_errors,circuit_depth,reference_weighted_exposure,reference_aggregate_pair_probability_max,reference_aggregate_amplitude_max,reference_aggregate_location_strength_max,full_cycle_aggregate_pair_probability_max,full_cycle_aggregate_amplitude_max,full_cycle_aggregate_location_strength_max,num_pair_channels,num_workers,primary_failures,primary_shots,primary_discards,primary_ler_total,primary_ler_total_lo,primary_ler_total_hi,primary_ler_per_cycle_derived,primary_decoder_seconds,primary_cpu_seconds,wall_seconds
bb72_v3_per_5e-04_bi,BB72,ibm_biplanar,z_memory,6,5000,0.0005,0.0005,0.0005,0.0005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.0005 J0=0.04 bi,theory_reduced,2026-03-20T17:54:25.497784+00:00,,,X,6,72,144,12,2.8693645000457764,252,12,13356,49,0.0149727089740785,0.0081238988604499,0.2433144487965292,0.2433144487965292,0.0081447181974589,0.2433144487965292,0.2433144487965292,11340,16,203,5000,0,0.0406,0.0378032839422011,0.0435870510789255,0.006884060530558,2348.3781957626343,303.28031537123024,
bb72_v3_per_5e-04_mono,BB72,monomial_column,z_memory,6,5000,0.0005,0.0005,0.0005,0.0005,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 PER p=0.0005 J0=0.04 mono,theory_reduced,2026-03-20T17:54:09.112359+00:00,,,X,6,72,144,12,0.4839429855346679,252,12,13356,49,0.0246082659529725,0.0521970171222427,1.3441183735027389,1.3441183735027389,0.0521970171222427,1.3441183735027389,1.3441183735027389,11340,16,1122,5000,0,0.2244,0.2184564505839365,0.2304556480019477,0.0414686975363203,2348.3781957626343,2895.1467265859246,
bb72_v3_ph_bi_a1.5_J0.005,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=1.5 J0=0.005 p=3e-3 bi,theory_reduced,2026-03-20T18:32:39.583267+00:00,,,X,6,72,144,12,2.821887969970703,252,12,13356,49,0.0002525661126132,0.0001520704726095,0.0494644899174452,0.0494644899174452,0.0001520704726095,0.0494644899174452,0.0494644899174452,11340,16,107,5000,0,0.0214,0.0193525292195903,0.0236482635257403,0.0035988917638535,3429.227675676346,812.83870369941,
bb72_v3_ph_bi_a1.5_J0.01,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=1.5 J0=0.01 p=3e-3 bi,theory_reduced,2026-03-20T18:32:46.250597+00:00,,,X,6,72,144,12,2.824037551879883,252,12,13356,49,0.0010102410438691,0.0006082691959454,0.0989289798348905,0.0989289798348905,0.0006082691959454,0.0989289798348905,0.0989289798348905,11340,16,176,5000,0,0.0352,0.0325894609777042,0.0380035853499657,0.005954609453913,3429.227675676346,1124.2109364643693,
bb72_v3_ph_bi_a1.5_J0.02,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=1.5 J0=0.02 p=3e-3 bi,theory_reduced,2026-03-20T18:32:52.893315+00:00,,,X,6,72,144,12,2.823071241378784,252,12,13356,49,0.0040405896885006,0.0024328736818724,0.1978579596697811,0.1978579596697811,0.0024328736818724,0.1978579596697811,0.1978579596697811,11340,16,398,5000,0,0.0796,0.0757580818968768,0.0836144589739897,0.0137293674158736,3429.227675676346,1863.188774941489,
bb72_v3_ph_bi_a1.5_J0.04,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=1.5 J0=0.04 p=3e-3 bi,theory_reduced,2026-03-20T18:32:59.529385+00:00,,,X,6,72,144,12,2.828113079071045,252,12,13356,49,0.0161563681375994,0.0097282457353816,0.3957159193395622,0.3957159193395622,0.0097282457353816,0.3957159193395622,0.3957159193395622,11340,16,1129,5000,0,0.2258,0.219843135034094,0.2318683900068582,0.0417572814760801,3429.227675676346,3432.030624585226,
bb72_v3_ph_bi_a1.5_J0.08,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=1.5 J0=0.08 p=3e-3 bi,theory_reduced,2026-03-20T18:33:06.098627+00:00,,,X,6,72,144,12,2.826805591583252,252,12,13356,49,0.0645296978680609,0.0388610399094987,0.7914318386791245,0.7914318386791245,0.0388610399094987,0.7914318386791245,0.7914318386791245,11340,16,3328,5000,0,0.6656,0.6587948935117623,0.672337879832378,0.1668733156245803,3429.227675676346,7295.89856117405,
bb72_v3_ph_bi_a2.0_J0.005,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=2.0 J0=0.005 p=3e-3 bi,theory_reduced,2026-03-20T18:33:12.703983+00:00,,,X,6,72,144,12,2.8235833644866943,252,12,13356,49,0.0002416554331049,0.000136062725602,0.0393775037900675,0.0393775037900675,0.0001362216663237,0.0393775037900675,0.0393775037900675,11340,16,121,5000,0,0.0242,0.0220251255552252,0.0265739487552907,0.0040746147387191,3429.227675676346,716.0112960282713,
bb72_v3_ph_bi_a2.0_J0.01,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=2.0 J0=0.01 p=3e-3 bi,theory_reduced,2026-03-20T18:33:19.298833+00:00,,,X,6,72,144,12,2.822827339172364,252,12,13356,49,0.0009665986596192,0.0005442383977919,0.0787550075801351,0.0787550075801351,0.0005448741172698,0.0787550075801351,0.0787550075801351,11340,16,170,5000,0,0.034,0.0314329593306795,0.0367607063483108,0.0057486536857594,3429.227675676346,998.3135864343494,
bb72_v3_ph_bi_a2.0_J0.02,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=2.0 J0=0.02 p=3e-3 bi,theory_reduced,2026-03-20T18:33:25.931006+00:00,,,X,6,72,144,12,2.828134775161743,252,12,13356,49,0.0038660254918334,0.0021767535272493,0.1575100151602702,0.1575100151602702,0.0021792957106729,0.1575100151602702,0.1575100151602702,11340,16,323,5000,0,0.0646,0.0611127436945052,0.0682664145840296,0.0110684610785212,3429.227675676346,1473.9649460725486,
bb72_v3_ph_bi_a2.0_J0.04,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=2.0 J0=0.04 p=3e-3 bi,theory_reduced,2026-03-20T18:33:32.525426+00:00,,,X,6,72,144,12,2.8288767337799072,252,12,13356,49,0.0154581967835414,0.0087038137225714,0.3150200303205404,0.3150200303205404,0.0087139713476429,0.3150200303205404,0.3150200303205404,11340,16,903,5000,0,0.1806,0.1751249572674808,0.1862051399431805,0.0326521740721065,3429.227675676346,2879.90904375352,
bb72_v3_ph_bi_a2.0_J0.08,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=2.0 J0=0.08 p=3e-3 bi,theory_reduced,2026-03-20T18:33:39.113340+00:00,,,X,6,72,144,12,2.8306186199188232,252,12,13356,49,0.0617383785603648,0.0347640894106764,0.6300400606410808,0.6300400606410808,0.034804542376706,0.6300400606410808,0.6300400606410808,11340,16,2750,5000,0,0.55,0.5428548013258574,0.5571249162854721,0.1246089831432166,3429.227675676346,5940.807772967964,
bb72_v3_ph_bi_a3.0_J0.005,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=3.0 J0=0.005 p=3e-3 bi,theory_reduced,2026-03-20T18:33:45.684926+00:00,,,X,6,72,144,12,2.8231184482574463,252,12,13356,49,0.0002340677716776,0.0001270011606806,0.0304143060995661,0.0304143060995661,0.0001273267868962,0.0304143060995661,0.0304143060995661,11340,16,125,5000,0,0.025,0.0227901949513636,0.0274084067117367,0.0042107445144894,3429.227675676346,734.6168463956565,
bb72_v3_ph_bi_a3.0_J0.01,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=3.0 J0=0.01 p=3e-3 bi,theory_reduced,2026-03-20T18:33:52.264097+00:00,,,X,6,72,144,12,2.824890613555908,252,12,13356,49,0.0009362483786107,0.0005079922133908,0.0608286121991323,0.0608286121991323,0.000509294656506,0.0608286121991323,0.0608286121991323,11340,16,144,5000,0,0.0288,0.0264319910319661,0.0313644525166742,0.0048586349081883,3429.227675676346,915.345658287406,
bb72_v3_ph_bi_a3.0_J0.02,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=3.0 J0=0.02 p=3e-3 bi,theory_reduced,2026-03-20T18:33:58.867653+00:00,,,X,6,72,144,12,2.8440041542053223,252,12,13356,49,0.0037446302028036,0.0020317699941638,0.1216572243982646,0.1216572243982646,0.0020369787787447,0.1216572243982646,0.1216572243982646,11340,16,259,5000,0,0.0518,0.0486576843543022,0.0551273053061081,0.0088257934159902,3429.227675676346,1252.7631511464715,
bb72_v3_ph_bi_a3.0_J0.08,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=3.0 J0=0.08 p=3e-3 bi,theory_reduced,2026-03-20T18:34:12.054885+00:00,,,X,6,72,144,12,2.8364479541778564,252,12,13356,49,0.0597979200113929,0.0324447381520815,0.4866288975930584,0.4866288975930584,0.0325277629838797,0.4866288975930584,0.4866288975930584,11340,16,2181,5000,0,0.4362,0.4291002352969907,0.4433256461887908,0.0910900761450548,3429.227675676346,5123.308883860707,
bb72_v3_ph_bi_a4.0_J0.005,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=4.0 J0=0.005 p=3e-3 bi,theory_reduced,2026-03-20T18:34:18.634222+00:00,,,X,6,72,144,12,2.834923267364502,252,12,13356,49,0.0002307299146314,0.000125078528606,0.0272127535334518,0.0272127535334518,0.0001254812911433,0.0272445424012676,0.0272445424012676,11340,16,107,5000,0,0.0214,0.0193525292195903,0.0236482635257403,0.0035988917638535,3429.227675676346,669.4648148324341,
bb72_v3_ph_bi_a4.0_J0.01,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=4.0 J0=0.01 p=3e-3 bi,theory_reduced,2026-03-20T18:34:25.228559+00:00,,,X,6,72,144,12,2.831598281860352,252,12,13356,49,0.0009228971469135,0.0005003017137515,0.0544255070669037,0.0544255070669037,0.000501912681147,0.0544890848025352,0.0544890848025352,11340,16,128,5000,0,0.0256,0.0233643903234684,0.0280338614656104,0.0043129029434255,3429.227675676346,816.6184634845704,
bb72_v3_ph_bi_a4.0_J0.02,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=4.0 J0=0.02 p=3e-3 bi,theory_reduced,2026-03-20T18:34:31.815718+00:00,,,X,6,72,144,12,2.825846672058105,252,12,13356,49,0.0036912284197114,0.0020010084541244,0.1088510141338074,0.1088510141338074,0.0020074509997468,0.1089781696050704,0.1089781696050704,11340,16,263,5000,0,0.0526,0.0494347324211802,0.0559498857451571,0.0089652186887136,3429.227675676346,1125.2520713228732,
bb72_v3_ph_bi_a4.0_J0.04,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=4.0 J0=0.04 p=3e-3 bi,theory_reduced,2026-03-20T18:34:38.415615+00:00,,,X,6,72,144,12,2.8275718688964844,252,12,13356,49,0.0147591521342489,0.0080008600346719,0.2177020282676148,0.2177020282676148,0.0080266090401517,0.2179563392101409,0.2179563392101409,11340,16,620,5000,0,0.124,0.1193158011260952,0.1288378133188445,0.0218232161251226,3429.227675676346,1949.3166307304048,
bb72_v3_ph_bi_a4.0_J0.08,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=4.0 J0=0.08 p=3e-3 bi,theory_reduced,2026-03-20T18:34:44.994789+00:00,,,X,6,72,144,12,2.8304874897003174,252,12,13356,49,0.0589444969100727,0.0319527000775209,0.4354040565352297,0.4354040565352297,0.0320553576729275,0.4359126784202818,0.4359126784202818,11340,16,1970,5000,0,0.394,0.387011704143318,0.4010313054613055,0.080089793640411,3429.227675676346,4482.009252160788,
bb72_v3_ph_bi_a5.0_J0.005,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=5.0 J0=0.005 p=3e-3 bi,theory_reduced,2026-03-20T18:34:51.584554+00:00,,,X,6,72,144,12,2.837980270385742,252,12,13356,49,0.0002285983785769,0.0001245285290582,0.0259437028227996,0.0259437028227996,0.000125037856609,0.026008797943065,0.026008797943065,11340,16,120,5000,0,0.024,0.0218339548618314,0.0263652387689553,0.0040405968271296,3429.227675676346,660.9073167666793,
bb72_v3_ph_bi_a5.0_J0.01,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=5.0 J0=0.01 p=3e-3 bi,theory_reduced,2026-03-20T18:34:58.195667+00:00,,,X,6,72,144,12,2.8301565647125244,252,12,13356,49,0.0009143711197867,0.0004981017406069,0.0518874056455993,0.0518874056455993,0.0005001389474319,0.0520175958861301,0.0520175958861301,11340,16,142,5000,0,0.0284,0.0260480885246512,0.0309485762676034,0.0047903365396517,3429.227675676346,845.5434680879116,
bb72_v3_ph_bi_a5.0_J0.02,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=5.0 J0=0.02 p=3e-3 bi,theory_reduced,2026-03-20T18:35:04.797043+00:00,,,X,6,72,144,12,2.841900587081909,252,12,13356,49,0.0036571261845975,0.0019922089622657,0.1037748112911986,0.1037748112911986,0.0020003561356336,0.1040351917722602,0.1040351917722602,11340,16,230,5000,0,0.046,0.0430306196099712,0.0491571005496717,0.0078178814066266,3429.227675676346,1075.2473971825093,
bb72_v3_ph_bi_a5.0_J0.04,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=5.0 J0=0.04 p=3e-3 bi,theory_reduced,2026-03-20T18:35:11.395363+00:00,,,X,6,72,144,12,2.828552961349488,252,12,13356,49,0.0146227731639096,0.0079656684768646,0.2075496225823972,0.2075496225823972,0.0079982307153378,0.2080703835445204,0.2080703835445204,11340,16,590,5000,0,0.118,0.1134156517636736,0.122740484976411,0.0207097494449268,3429.227675676346,1898.3066584691403,
bb72_v3_ph_bi_a5.0_J0.08,BB72,ibm_biplanar,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 5.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=5.0 J0=0.08 p=3e-3 bi,theory_reduced,2026-03-20T18:35:17.990950+00:00,,,X,6,72,144,12,2.8423242568969727,252,12,13356,49,0.0583994602832534,0.031812036279577,0.4150992451647944,0.4150992451647944,0.0319418624594785,0.4161407670890408,0.4161407670890408,11340,16,1890,5000,0,0.378,0.3710679351313256,0.3849815719539649,0.0760856111325389,3429.227675676346,4265.616758784279,
bb72_v3_ph_mono_a1.5_J0.005,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=1.5 J0=0.005 p=3e-3 mono,theory_reduced,2026-03-20T17:55:39.457633+00:00,,,X,6,72,144,12,0.4779820442199707,252,12,13356,49,0.0004027111303144,0.0008400671834774,0.1711764290580873,0.1711764290580873,0.0008400671834774,0.1711764290580873,0.1711764290580873,11340,16,168,5000,0,0.0336,0.0310476472640106,0.0363462264584406,0.0056800491413316,7115.007159471512,1085.364309001714,
bb72_v3_ph_mono_a1.5_J0.01,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=1.5 J0=0.01 p=3e-3 mono,theory_reduced,2026-03-20T17:55:40.236093+00:00,,,X,6,72,144,12,0.4783766269683838,252,12,13356,49,0.001610806051374,0.0033601871354339,0.3423528581161746,0.3423528581161746,0.0033601871354339,0.3423528581161746,0.3423528581161746,11340,16,322,5000,0,0.0644,0.0609178009090433,0.0680614469231699,0.0110332232676717,7115.007159471512,1694.8853404391557,
bb72_v3_ph_mono_a1.5_J0.02,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=1.5 J0=0.02 p=3e-3 mono,theory_reduced,2026-03-20T17:55:40.972029+00:00,,,X,6,72,144,12,0.479691743850708,252,12,13356,49,0.0064426087176909,0.01343944303005,0.6847057162323492,0.6847057162323492,0.01343944303005,0.6847057162323492,0.6847057162323492,11340,16,863,5000,0,0.1726,0.1672225422010291,0.178110856845832,0.0310844644372131,7115.007159471512,3256.9854712225497,
bb72_v3_ph_mono_a1.5_J0.04,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=1.5 J0=0.04 p=3e-3 mono,theory_reduced,2026-03-20T17:55:41.713285+00:00,,,X,6,72,144,12,0.4843542575836181,252,12,13356,49,0.0257605890070895,0.0537368880240872,1.3694114324646984,1.3694114324646984,0.0537368880240872,1.3694114324646984,1.3694114324646984,11340,16,2821,5000,0,0.5642,0.5570750025866249,0.5712989536230524,0.129274618374779,7115.007159471512,6316.248992526904,
bb72_v3_ph_mono_a1.5_J0.08,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 1.5, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=1.5 J0=0.08 p=3e-3 mono,theory_reduced,2026-03-20T17:55:42.455751+00:00,,,X,6,72,144,12,0.4842393398284912,252,12,13356,49,0.1028849463912674,0.2146136682576051,2.738822864929397,2.738822864929397,0.2146136682576051,2.738822864929397,2.738822864929397,11340,16,4931,5000,0,0.9862,0.9843452893194864,0.987848436719693,0.5102439069720679,7115.007159471512,11249.645152186977,
bb72_v3_ph_mono_a2.0_J0.005,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=2.0 J0=0.005 p=3e-3 mono,theory_reduced,2026-03-20T17:55:43.193893+00:00,,,X,6,72,144,12,0.4818167686462402,252,12,13356,49,0.0003935384629857,0.000831051006119,0.1700558094481509,0.1700558094481509,0.000831051006119,0.1700558094481509,0.1700558094481509,11340,16,171,5000,0,0.0342,0.0316256512034849,0.0369679107597005,0.0057829648357816,7115.007159471512,1029.0505517609415,
bb72_v3_ph_mono_a2.0_J0.01,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=2.0 J0=0.01 p=3e-3 mono,theory_reduced,2026-03-20T17:55:43.938765+00:00,,,X,6,72,144,12,0.4803085327148437,252,12,13356,49,0.0015741158033906,0.0033241236149126,0.3401116188963018,0.3401116188963018,0.0033241236149126,0.3401116188963018,0.3401116188963018,11340,16,293,5000,0,0.0586,0.0552688040650619,0.0621130603283378,0.0100140471578654,7115.007159471512,1624.5895365718752,
bb72_v3_ph_mono_a2.0_J0.02,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=2.0 J0=0.02 p=3e-3 mono,theory_reduced,2026-03-20T17:55:44.678931+00:00,,,X,6,72,144,12,0.4811704158782959,252,12,13356,49,0.0062958544668792,0.0132952079695958,0.6802232377926037,0.6802232377926037,0.0132952079695958,0.6802232377926037,0.6802232377926037,11340,16,849,5000,0,0.1698,0.1644576763705601,0.1752768796513399,0.0305387497473945,7115.007159471512,3044.3785657435656,
bb72_v3_ph_mono_a2.0_J0.04,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.04,1.0,False,bposd,,v3 phase a=2.0 J0=0.04 p=3e-3 mono,theory_reduced,2026-03-20T17:55:45.415145+00:00,,,X,6,72,144,12,0.480473518371582,252,12,13356,49,0.0251736798503252,0.053160252066722,1.3604464755852077,1.3604464755852077,0.053160252066722,1.3604464755852077,1.3604464755852077,11340,16,2760,5000,0,0.552,0.5448572951289656,0.5591216110647397,0.1252586250159676,7115.007159471512,6337.076644526795,
bb72_v3_ph_mono_a2.0_J0.08,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 2.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=2.0 J0=0.08 p=3e-3 mono,theory_reduced,2026-03-20T17:55:46.158075+00:00,,,X,6,72,144,12,0.480985164642334,252,12,13356,49,0.1005390345741421,0.2123119890354818,2.720892951170415,2.720892951170415,0.2123119890354818,2.720892951170415,2.720892951170415,11340,16,4921,5000,0,0.9842,0.9822325206085196,0.9859628134498064,0.4990709926453548,7115.007159471512,10958.96506277658,
bb72_v3_ph_mono_a3.0_J0.005,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=3.0 J0=0.005 p=3e-3 mono,theory_reduced,2026-03-20T17:55:46.894840+00:00,,,X,6,72,144,12,0.4801702499389648,252,12,13356,49,0.0003847020160296,0.0008159915174503,0.1680147966878423,0.1680147966878423,0.0008159915174503,0.1680147966878423,0.1680147966878423,11340,16,170,5000,0,0.034,0.0314329593306795,0.0367607063483108,0.0057486536857594,7115.007159471512,1056.604297824204,
bb72_v3_ph_mono_a3.0_J0.01,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=3.0 J0=0.01 p=3e-3 mono,theory_reduced,2026-03-20T17:55:47.631838+00:00,,,X,6,72,144,12,0.480156660079956,252,12,13356,49,0.001538770368893,0.003263887363905,0.3360295933756847,0.3360295933756847,0.003263887363905,0.3360295933756847,0.3360295933756847,11340,16,318,5000,0,0.0636,0.060138125934823,0.0672414805313081,0.0108923347663157,7115.007159471512,1499.0575214028358,
bb72_v3_ph_mono_a3.0_J0.02,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=3.0 J0=0.02 p=3e-3 mono,theory_reduced,2026-03-20T17:55:48.367839+00:00,,,X,6,72,144,12,0.4799437522888183,252,12,13356,49,0.0061544783819992,0.0130542902230284,0.6720591867513694,0.6720591867513694,0.0130542902230284,0.6720591867513694,0.6720591867513694,11340,16,806,5000,0,0.1612,0.1559689103065398,0.1665692040309982,0.0288721619939202,7115.007159471512,2870.822410034016,
bb72_v3_ph_mono_a3.0_J0.08,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 3.0, 'r0': 1.0}",0.08,1.0,False,bposd,,v3 phase a=3.0 J0=0.08 p=3e-3 mono,theory_reduced,2026-03-20T17:55:49.847711+00:00,,,X,6,72,144,12,0.4831051826477051,252,12,13356,49,0.0982788255732025,0.2084660209608805,2.6882367470054778,2.6882367470054778,0.2084660209608805,2.6882367470054778,2.6882367470054778,11340,16,4910,5000,0,0.982,0.9799167856351596,0.9838801589828816,0.4880682277677134,7115.007159471512,11079.650056971235,
bb72_v3_ph_mono_a4.0_J0.005,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.005,1.0,False,bposd,,v3 phase a=4.0 J0=0.005 p=3e-3 mono,theory_reduced,2026-03-20T17:55:50.584820+00:00,,,X,6,72,144,12,0.4808249473571777,252,12,13356,49,0.0003804886755366,0.0008041022875358,0.1662115414006963,0.1662115414006963,0.0008041022875358,0.1662115414006963,0.1662115414006963,11340,16,171,5000,0,0.0342,0.0316256512034849,0.0369679107597005,0.0057829648357816,7115.007159471512,959.6323511954396,
bb72_v3_ph_mono_a4.0_J0.01,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.01,1.0,False,bposd,,v3 phase a=4.0 J0=0.01 p=3e-3 mono,theory_reduced,2026-03-20T17:55:51.321545+00:00,,,X,6,72,144,12,0.4801568984985351,252,12,13356,49,0.0015219171274128,0.0032163315533441,0.3324230828013927,0.3324230828013927,0.0032163315533441,0.3324230828013927,0.3324230828013927,11340,16,299,5000,0,0.0598,0.0564368475836914,0.0633444721545066,0.0102244810155165,7115.007159471512,1502.2882475685328,
bb72_v3_ph_mono_a4.0_J0.02,BB72,monomial_column,z_memory,6,5000,0.003,0.003,0.003,0.003,powerlaw,"{'alpha': 4.0, 'r0': 1.0}",0.02,1.0,False,bposd,,v3 phase a=4.0 J0=0.02 p=3e-3 mono,theory_reduced,2026-03-20T17:55:52.058405+00:00,,,X,6,72,144,12,0.4796831607818603,252,12,13356,49,0.0060870673439207,0.0128640847256615,0.6648461656027854,0.6648461656027854,0.0128640847256615,0.6648461656027854,0.6648461656027854,11340,16,815,5000,0,0.163,0.1577452044138396,0.1683921645379995,0.0292198005122797,7115.007159471512,2834.537724053487,
